<?xml version="1.0" encoding="UTF-8"?>
<testResults version="1.2">
<httpSample t="3" lt="3" ts="1500718462771" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-1" dt="text" by="5936"/>
<httpSample t="7" lt="7" ts="1500718462778" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-1" dt="text" by="5936"/>
<httpSample t="4" lt="4" ts="1500718462787" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-1" dt="text" by="5936"/>
<httpSample t="7" lt="6" ts="1500718462793" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-1" dt="text" by="5936"/>
<httpSample t="4" lt="4" ts="1500718462801" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-1" dt="text" by="5936"/>
<httpSample t="2" lt="2" ts="1500718462806" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-1" dt="text" by="5936"/>
<httpSample t="3" lt="3" ts="1500718462810" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-1" dt="text" by="5936"/>
<httpSample t="3" lt="3" ts="1500718462816" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-1" dt="text" by="5936"/>
<httpSample t="6" lt="6" ts="1500718462820" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-1" dt="text" by="5936"/>
<httpSample t="3" lt="3" ts="1500718462826" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-1" dt="text" by="5936"/>
<httpSample t="3" lt="3" ts="1500718462867" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-2" dt="text" by="5936"/>
<httpSample t="13" lt="13" ts="1500718462872" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-2" dt="text" by="5936"/>
<httpSample t="3" lt="3" ts="1500718462886" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-2" dt="text" by="5936"/>
<httpSample t="4" lt="4" ts="1500718462890" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-2" dt="text" by="5936"/>
<httpSample t="5" lt="5" ts="1500718462895" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-2" dt="text" by="5936"/>
<httpSample t="4" lt="4" ts="1500718462904" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-2" dt="text" by="5936"/>
<httpSample t="3" lt="3" ts="1500718462909" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-2" dt="text" by="5936"/>
<httpSample t="3" lt="3" ts="1500718462912" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-2" dt="text" by="5936"/>
<httpSample t="2" lt="2" ts="1500718462925" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-2" dt="text" by="5936"/>
<httpSample t="2" lt="2" ts="1500718462928" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-2" dt="text" by="5936"/>
<httpSample t="2" lt="2" ts="1500718462967" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-3" dt="text" by="5936"/>
<httpSample t="3" lt="3" ts="1500718462970" s="false" lb="user" rc="500" rm="Server Error" tn="createUserSessionp 2-3" dt="text" by="5936"/>
