1,Normal,2000-01-01,7,1,1,1,36525,SATURDAY,SAT,2000001,2000036525,N,N,Y,N,N,N,N,N,N,02/02/03 04:05,36525,17/02/01 02:03,36525,21/05/12 10:20,36525,25/01/14 10:03,36531,05/05/10 09:01,36525,28/10/13 08:13,36531,1,1,1,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-01,1-Jan-2000
2,Normal,2000-01-02,1,2,2,2,36526,SUNDAY,SUN,2000002,2000036526,N,N,N,N,N,N,N,N,N,02/02/03 04:05,36526,17/02/01 02:03,36532,21/05/12 10:20,36525,25/01/14 10:03,36531,05/05/10 09:01,36525,28/10/13 08:13,36531,1,1,2,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-02,2-Jan-2000
3,Normal,2000-01-03,2,3,3,3,36527,MONDAY,MON,2000003,2000036527,Y,N,N,N,N,N,N,N,N,02/02/03 04:05,36526,17/02/01 02:03,36532,21/05/12 10:20,36525,25/01/14 10:03,36531,05/05/10 09:01,36525,28/10/13 08:13,36531,1,1,2,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-03,3-Jan-2000
4,Normal,2000-01-04,3,4,4,4,36528,TUESDAY,TUE,2000004,2000036528,Y,N,N,N,N,N,N,N,N,02/02/03 04:05,36526,17/02/01 02:03,36532,21/05/12 10:20,36525,25/01/14 10:03,36531,05/05/10 09:01,36525,28/10/13 08:13,36531,1,1,2,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-04,4-Jan-2000
5,Normal,2000-01-05,4,5,5,5,36529,WEDNESDAY,WED,2000005,2000036529,Y,N,N,N,N,N,N,N,N,02/02/03 04:05,36526,17/02/01 02:03,36532,21/05/12 10:20,36525,25/01/14 10:03,36531,05/05/10 09:01,36525,28/10/13 08:13,36531,1,1,2,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-05,5-Jan-2000
6,Normal,2000-01-06,5,6,6,6,36530,THURSDAY,THU,2000006,2000036530,Y,N,N,N,N,N,N,N,N,02/02/03 04:05,36526,17/02/01 02:03,36532,21/05/12 10:20,36525,25/01/14 10:03,36531,05/05/10 09:01,36525,28/10/13 08:13,36531,1,1,2,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-06,6-Jan-2000
7,Normal,2000-01-07,6,7,7,7,36531,FRIDAY,FRI,2000007,2000036531,Y,N,N,N,N,N,N,N,N,02/02/03 04:05,36526,17/02/01 02:03,36532,21/05/12 10:20,36525,25/01/14 10:03,36531,05/05/10 09:01,36525,28/10/13 08:13,36531,1,1,2,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-07,7-Jan-2000
8,Normal,2000-01-08,7,8,8,8,36532,SATURDAY,SAT,2000008,2000036532,N,N,Y,N,N,N,N,N,N,02/02/03 04:05,36526,17/02/01 02:03,36532,21/05/12 10:20,36532,25/01/14 10:03,36538,05/05/10 09:01,36532,28/10/13 08:13,36538,2,2,2,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-08,8-Jan-2000
9,Normal,2000-01-09,1,9,9,9,36533,SUNDAY,SUN,2000009,2000036533,N,N,N,N,N,N,N,N,N,02/02/03 04:05,36533,17/02/01 02:03,36539,21/05/12 10:20,36532,25/01/14 10:03,36538,05/05/10 09:01,36532,28/10/13 08:13,36538,2,2,3,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-09,9-Jan-2000
10,Normal,2000-01-10,2,10,10,10,36534,MONDAY,MON,2000010,2000036534,Y,N,N,N,N,N,N,N,N,02/02/03 04:05,36533,17/02/01 02:03,36539,21/05/12 10:20,36532,25/01/14 10:03,36538,05/05/10 09:01,36532,28/10/13 08:13,36538,2,2,3,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-10,10-Jan-2000
11,Normal,2000-01-11,3,11,11,11,36535,TUESDAY,TUE,2000011,2000036535,Y,N,N,N,N,N,N,N,N,02/02/03 04:05,36533,17/02/01 02:03,36539,21/05/12 10:20,36532,25/01/14 10:03,36538,05/05/10 09:01,36532,28/10/13 08:13,36538,2,2,3,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-11,11-Jan-2000
12,Normal,2000-01-12,4,12,12,12,36536,WEDNESDAY,WED,2000012,2000036536,Y,N,N,N,N,N,N,N,N,02/02/03 04:05,36533,17/02/01 02:03,36539,21/05/12 10:20,36532,25/01/14 10:03,36538,05/05/10 09:01,36532,28/10/13 08:13,36538,2,2,3,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-12,12-Jan-2000
13,Normal,2000-01-13,5,13,13,13,36537,THURSDAY,THU,2000013,2000036537,Y,N,N,N,N,N,N,N,N,02/02/03 04:05,36533,17/02/01 02:03,36539,21/05/12 10:20,36532,25/01/14 10:03,36538,05/05/10 09:01,36532,28/10/13 08:13,36538,2,2,3,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-13,13-Jan-2000
14,Normal,2000-01-14,6,14,14,14,36538,FRIDAY,FRI,2000014,2000036538,Y,N,N,N,N,N,N,N,N,02/02/03 04:05,36533,17/02/01 02:03,36539,21/05/12 10:20,36532,25/01/14 10:03,36538,05/05/10 09:01,36532,28/10/13 08:13,36538,2,2,3,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-14,14-Jan-2000
15,Normal,2000-01-15,7,15,15,15,36539,SATURDAY,SAT,2000015,2000036539,N,N,Y,N,N,N,N,N,N,02/02/03 04:05,36533,17/02/01 02:03,36539,21/05/12 10:20,36539,25/01/14 10:03,36545,05/05/10 09:01,36539,28/10/13 08:13,36545,3,3,3,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-15,15-Jan-2000
16,Normal,2000-01-16,1,16,16,16,36540,SUNDAY,SUN,2000016,2000036540,N,N,N,N,N,N,N,N,N,02/02/03 04:05,36540,17/02/01 02:03,36546,21/05/12 10:20,36539,25/01/14 10:03,36545,05/05/10 09:01,36539,28/10/13 08:13,36545,3,3,4,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-16,16-Jan-2000
17,Normal,2000-01-17,2,17,17,17,36541,MONDAY,MON,2000017,2000036541,Y,N,N,N,N,N,N,N,N,02/02/03 04:05,36540,17/02/01 02:03,36546,21/05/12 10:20,36539,25/01/14 10:03,36545,05/05/10 09:01,36539,28/10/13 08:13,36545,3,3,4,1,,JANUARY,JAN,,36525,,36555,1,401,,36525,,36615,2000,,36525,,36890,2000-01,2000-01-17,17-Jan-2000
