<?xml version="1.0" encoding="UTF-8"?>
<testResults version="1.2">
<httpSample t="367" lt="366" ts="1502199107205" s="false" lb="map" rc="415" rm="Unsupported Media Type" tn="execute 3-1" dt="text" by="1783"/>
<httpSample t="14" lt="14" ts="1502199107684" s="false" lb="map" rc="415" rm="Unsupported Media Type" tn="execute 3-1" dt="text" by="1783"/>
<httpSample t="7" lt="7" ts="1502199107701" s="false" lb="map" rc="415" rm="Unsupported Media Type" tn="execute 3-1" dt="text" by="1781"/>
<httpSample t="15" lt="15" ts="1502199107713" s="false" lb="map" rc="415" rm="Unsupported Media Type" tn="execute 3-1" dt="text" by="1783"/>
<httpSample t="13" lt="13" ts="1502199107740" s="false" lb="map" rc="415" rm="Unsupported Media Type" tn="execute 3-1" dt="text" by="1782"/>
<httpSample t="699" lt="699" ts="1502199107191" s="true" lb="map" rc="200" rm="OK" tn="resolveNameDemo 2-1" dt="text" by="9060"/>
<httpSample t="237" lt="235" ts="1502199107895" s="true" lb="map" rc="200" rm="OK" tn="resolveNameDemo 2-1" dt="text" by="9061"/>
<httpSample t="242" lt="213" ts="1502199108136" s="true" lb="map" rc="200" rm="OK" tn="resolveNameDemo 2-1" dt="text" by="9060"/>
<httpSample t="202" lt="199" ts="1502199108381" s="true" lb="map" rc="200" rm="OK" tn="resolveNameDemo 2-1" dt="text" by="9061"/>
<httpSample t="177" lt="175" ts="1502199108591" s="true" lb="map" rc="200" rm="OK" tn="resolveNameDemo 2-1" dt="text" by="9062"/>

<httpSample t="306" lt="305" ts="1502199223580" s="true" lb="map" rc="200" rm="OK" tn="resolveNameDemo 2-1" dt="text" by="9060"/>
<httpSample t="167" lt="166" ts="1502199223888" s="true" lb="map" rc="200" rm="OK" tn="resolveNameDemo 2-1" dt="text" by="9060"/>
<httpSample t="232" lt="231" ts="1502199224057" s="true" lb="map" rc="200" rm="OK" tn="resolveNameDemo 2-1" dt="text" by="9061"/>
<httpSample t="262" lt="262" ts="1502199224291" s="true" lb="map" rc="200" rm="OK" tn="resolveNameDemo 2-1" dt="text" by="9061"/>
<httpSample t="309" lt="302" ts="1502199224555" s="true" lb="map" rc="200" rm="OK" tn="resolveNameDemo 2-1" dt="text" by="9060"/>
<httpSample t="4743" lt="4743" ts="1502199223586" s="true" lb="map" rc="200" rm="OK" tn="execute 3-1" dt="text" by="479"/>
<httpSample t="1867" lt="1867" ts="1502199228333" s="true" lb="map" rc="200" rm="OK" tn="execute 3-1" dt="text" by="481"/>
<httpSample t="2179" lt="2179" ts="1502199230202" s="true" lb="map" rc="200" rm="OK" tn="execute 3-1" dt="text" by="480"/>
<httpSample t="1753" lt="1753" ts="1502199232383" s="true" lb="map" rc="200" rm="OK" tn="execute 3-1" dt="text" by="480"/>
<httpSample t="1667" lt="1667" ts="1502199234139" s="true" lb="map" rc="200" rm="OK" tn="execute 3-1" dt="text" by="480"/>

</testResults>
