f64b93c9-a327-47e2-ada4-620fb421cb0f,24,11177596,36,19433009,-12,-8255413,26,14671412,34,18220914,-8,-3549502,0,0,0,0,60,60,176136,65935,0,0,76106,69822,0,0,1197444,1107905,1204810,1107905,0,0,465733.1667,564285.0769,539805.8056,535909.2353,0,300601.3771,289790.3061,0,313919.4862,291911.5011,0,0,0,0,0,0,0,0,1
86546718-a253-4e2f-bca2-4e0c5490904e,34,16731532,26,11444136,8,5287396,30,13456731,30,14351539,0,-894808,0,0,0,0,60,60,8380,20377,0,0,4769,16104,0,0,1132278,1142918,1054287,951456,0,0,492103.8824,448557.7,440159.0769,478384.6333,0,308291.5755,294482.5247,0,320354.6809,353369.4418,0,0,0,0,0,0,0,0,1
ba74f7ae-a6d0-47f5-9faf-6308750c1bf0,28,12954609,32,16354353,-4,-3399744,30,16350885,30,17400885,0,-1050000,0,0,0,0,60,60,21711,55583,0,0,49623,19924,0,0,1056468,956433,968367,1228607,0,0,462664.6071,545029.5,511073.5313,580029.5,0,270829.7775,335074.5286,0,357377.619,276965.3472,0,0,0,0,0,0,0,0,1
75ff8845-a9c4-4a7d-ad07-f91a59a9118d,26,13267748,34,12546746,-8,721002,30,15126837,30,15583748,0,-456911,0,0,0,0,60,60,5137,12010,0,0,8830,38383,0,0,960301,1061283,1102146,1212565,0,0,510298,504227.9,369021.9412,519458.2667,0,329236.6826,317439.8742,0,267566.6085,307464.027,0,0,0,0,0,0,0,0,1
2095c2da-2d04-4879-94e6-17189b3cc05e,40,17497753,20,8471177,20,9026576,30,13767574,30,14500087,0,-732513,0,0,0,0,60,60,13768,7060,0,0,12192,73098,0,0,1003081,915712,983875,1149876,0,0,437443.825,458919.1333,423558.85,483336.2333,0,303248.3459,321903.4763,0,277077.0474,276868.1496,0,0,0,0,0,0,0,0,0
4d9615c8-1625-45f2-81fe-a6304603dc3f,32,14647317,28,13490359,4,1156958,18,8886432,42,20954584,-24,-12068152,0,0,0,0,60,60,13457,14315,0,0,29309,5137,0,0,951801,985779,1021858,1212609,0,0,457728.6563,493690.6667,481798.5357,498918.6667,0,313075.4297,323590.3255,0,284047.6781,310280.8325,0,0,0,0,0,0,0,0,0
52454722-04dd-4d6d-aa80-33ae9dcb38aa,32,15112411,28,11972803,4,3139608,34,12626056,26,13952283,8,-1326227,5000,0,0,1,60,60,14681,11023,5000,0,5000,40836,0,5000,1129560,1070323,969464,1110591,5000,0,472262.8438,371354.5882,427600.1071,536626.2692,0,308917.3279,268311.2366,0,323533.3877,345710.0488,0,1,0,0,0,0,5000,0,0
6d4fd8f2-3e24-4076-a277-92f8e4844035,40,18140156,20,10373186,20,7766970,28,15505575,32,16141369,-4,-635794,0,0,0,0,60,60,69985,60207,0,0,14910,56137,0,0,964802,1135174,995466,1167903,0,0,453503.9,553770.5357,518659.3,504417.7813,0,282812.9803,276323.419,0,257064.0841,300784.2219,0,0,0,0,0,0,0,0,1
210b4806-3a42-40bb-98ba-8b699a3c8e99,32,13970697,28,12852122,4,1118575,32,18369890,28,13290970,4,5078920,0,3000,1,0,60,60,40289,30438,0,3000,37329,3000,3000,0,992133,961739,935664,1088093,0,3000,436584.2813,574059.0625,459004.3571,474677.5,0,278776.5546,335690.8527,0,291402.7065,263639.5208,0,0,0,1,3000,0,0,0,0
d964f6d0-b6d4-416d-8684-e5f93892d7fd,24,10307591,36,13440381,-12,-3132790,20,8849244,40,19609101,-20,-10759857,0,0,0,0,60,60,26483,17117,0,0,8808,19053,0,0,939864,947661,968223,995115,0,0,429482.9583,442462.2,373343.9167,490227.525,0,275057.0058,307772.4601,0,295537.6236,292450.8462,0,0,0,0,0,0,0,0,0
